"image","xmin","ymin","xmax","ymax","label"
"Drone_001.mp4#t=30.8",3310.7098552722264,524.3658088235294,3464.203997243281,820.8363970588234,"people"
"Drone_001.mp4#t=30.866667",1013.5906271536871,1760.5422794117646,1241.18538938663,2160,"people"
"Drone_001.mp4#t=30.866667",3281.5988973121985,529.6599264705882,3413.921433494142,815.5422794117646,"people"
"Drone_001.mp4#t=30.933333",1077.10544452102,1755.2481617647059,1291.4679531357685,2160,"people"
"Drone_001.mp4#t=30.933333",3265.7201929703656,519.0716911764706,3366.2853204686426,781.1305147058824,"people"
"Drone_001.mp4#t=31",1119.448656099242,1736.71875,1357.6292212267404,2160,"people"
"Drone_001.mp4#t=31",3223.3769813921435,521.71875,3355.699517574087,781.1305147058823,"people"
"Drone_001.mp4#t=31.066667",1140.6202618883528,1681.1305147058822,1405.2653342522399,2160,"people"
"Drone_001.mp4#t=31.066667",3196.912474155755,495.24816176470586,3308.063404548587,773.1893382352941,"people"
"Drone_001.mp4#t=31.133333",1175.0241212956582,1644.0716911764705,1429.0833907649899,2160,"people"
"Drone_001.mp4#t=31.133333",3165.1550654720886,497.8952205882353,3284.2453480358377,765.2481617647059,"people"
"Drone_001.mp4#t=31.2",1222.660234321158,1596.4246323529412,1516.4162646450725,2160,"people"
"Drone_001.mp4#t=31.2",3146.6299104066165,497.8952205882353,3260.427291523088,757.3069852941176,"people"
"Drone_001.mp4#t=31.266667",1270.2963473466575,1588.483455882353,1571.9917298414887,2160,"people"
"Drone_001.mp4#t=31.266667",3130.751206064783,484.65992647058823,3239.255685733977,744.0716911764705,"people"
"Drone_001.mp4#t=31.333333",1325.871812543074,1562.0128676470588,1616.9813921433497,2160,"people"
"Drone_001.mp4#t=31.333333",3128.104755341144,492.60110294117646,3228.669882839421,754.6599264705883,"people"
"Drone_001.mp4#t=31.4",1418.4975878704342,1540.8363970588234,1630.2136457615438,2144.3658088235293,"people"
"Drone_001.mp4#t=31.4",3117.5189524465886,482.0128676470588,3223.3769813921435,749.3658088235294,"people"
"Drone_001.mp4#t=31.466667",1463.487250172295,1490.5422794117646,1685.78911095796,2120.542279411765,"people"
"Drone_001.mp4#t=31.466667",3112.226050999311,487.3069852941176,3212.791178497588,746.71875,"people"
"Drone_001.mp4#t=31.533333",1474.0730530668504,1461.4246323529412,1767.829083390765,2109.954044117647,"people"
"Drone_001.mp4#t=31.533333",3109.579600275672,484.65992647058823,3204.8518263266715,746.71875,"people"
"Drone_001.mp4#t=31.6",1511.1233631977948,1434.954044117647,1831.343900758098,2057.0128676470586,"people"
"Drone_001.mp4#t=31.6",3093.700895933839,476.71875,3196.912474155755,738.7775735294117,"people"
"Drone_001.mp4#t=31.666667",1564.052377670572,1405.8363970588234,1860.4548587181255,2001.424632352941,"people"
"Drone_001.mp4#t=31.666667",3088.407994486561,463.4834558823529,3194.266023432116,736.1305147058823,"people"
"Drone_001.mp4#t=31.733333",1643.4458993797382,1397.8952205882354,1884.2729152308752,1959.0716911764707,"people"
"Drone_001.mp4#t=31.733333",3069.882839421089,471.42463235294116,3183.6802205375607,730.8363970588234,"people"
"Drone_001.mp4#t=31.8",1691.082012405238,1371.4246323529412,1926.6161268090973,1956.4246323529412,"people"
"Drone_001.mp4#t=31.8",3059.2970365265337,468.77757352941177,3175.740868366644,733.4834558823529,"people"
"Drone_001.mp4#t=31.866667",1725.485871812543,1318.483455882353,1958.3735354927637,1956.424632352941,"people"
"Drone_001.mp4#t=31.866667",3056.650585802895,463.4834558823529,3181.033769813922,730.8363970588235,"people"
"Drone_001.mp4#t=31.933333",1757.2432804962095,1294.6599264705883,2006.0096485182632,1935.2481617647059,"people"
"Drone_001.mp4#t=31.933333",3061.9434872501724,474.07169117647055,3167.8015161957273,733.4834558823529,"people"
"Drone_001.mp4#t=32",1789.000689179876,1270.5882352941176,2037.7670572019297,1903.4834558823527,"people"
"Drone_001.mp4#t=32",3051.357684355617,455.5422794117647,3162.5086147484494,728.1893382352941,"people"
"Drone_001.mp4#t=32.066667",1844.5761543762924,1262.8952205882354,2056.2922122674017,1821.4246323529412,"people"
"Drone_001.mp4#t=32.066667",3048.7112336319783,452.8952205882353,3154.569262577533,722.8952205882354,"people"
"Drone_001.mp4#t=32.133333",1886.9193659545142,1252.3069852941176,2074.817367332874,1773.7775735294117,"people"
"Drone_001.mp4#t=32.133333",3035.4789800137837,460.83639705882354,3146.629910406616,709.6599264705883,"people"
"Drone_001.mp4#t=32.2",1934.555478980014,1220.5422794117646,2109.221226740179,1763.1893382352941,"people"
"Drone_001.mp4#t=32.2",3046.064782908339,458.1893382352941,3143.9834596829774,709.6599264705882,"people"
"Drone_001.mp4#t=32.266667",1945.1412818745694,1180.8363970588234,2148.9179875947625,1744.659926470588,"people"
"Drone_001.mp4#t=32.266667",3043.4183321847004,450.24816176470586,3138.6905582357,712.3069852941176,"people"
"Drone_001.mp4#t=32.333333",1966.3128876636804,1159.6599264705883,2188.6147484493454,1718.1893382352941,"people"
"Drone_001.mp4#t=32.333333",3038.1254307374224,460.83639705882354,3133.397656788422,717.6011029411765,"people"
"Drone_001.mp4#t=32.4",1987.4844934527914,1146.4246323529412,2209.7863542384566,1686.4246323529412,"people"
"Drone_001.mp4#t=32.4",3024.8931771192283,455.5422794117647,3128.104755341144,707.0128676470588,"people"
"Drone_001.mp4#t=32.466667",2027.1812543073743,1130.5422794117646,2230.9579600275674,1649.3658088235293,"people"
"Drone_001.mp4#t=32.466667",3014.307374224673,442.3069852941176,3122.8118538938666,714.9540441176471,"people"
"Drone_001.mp4#t=32.533333",2061.5851137146797,1119.954044117647,2252.129565816678,1628.1893382352941,"people"
"Drone_001.mp4#t=32.533333",3006.3680220537562,455.5422794117647,3112.226050999311,701.71875,"people"
"Drone_001.mp4#t=32.6",2066.8780151619576,1088.1893382352941,2270.6547208821507,1604.3658088235293,"people"
"Drone_001.mp4#t=32.6",3009.014472777395,437.0128676470587,3106.9331495520332,707.0128676470588,"people"
"Drone_001.mp4#t=32.733333",2119.8070296347346,1027.3069852941176,2307.7050310130944,1559.3658088235293,"people"
"Drone_001.mp4#t=32.733333",2995.782219159201,426.42463235294116,3088.407994486561,693.7775735294117,"people"
"Drone_001.mp4#t=32.866667",2156.857339765679,1024.6599264705883,2318.2908339076503,1485.2481617647059,"people"
"Drone_001.mp4#t=32.866667",2958.7319090282567,437.0128676470588,3083.1150930392837,693.7775735294117,"people"
"Drone_001.mp4#t=33",2185.9682977257066,974.3658088235294,2355.3411440385944,1469.3658088235293,"people"
"Drone_001.mp4#t=33",2964.024810475534,431.71875,3061.9434872501724,691.1305147058823,"people"
"Drone_001.mp4#t=33.066667",2212.4328049620954,953.1893382352941,2365.92694693315,1442.8952205882354,"people"
"Drone_001.mp4#t=33.066667",2956.0854583046175,439.65992647058823,3056.6505858028945,677.8952205882352,"people"
"Drone_001.mp4#t=33.133333",2220.372157133012,934.6599264705882,2376.512749827705,1408.483455882353,"people"
"Drone_001.mp4#t=33.133333",2948.146106133701,437.0128676470588,3048.711233631978,680.5422794117646,"people"
"Drone_001.mp4#t=33.2",2241.543762922123,939.9540441176471,2389.7450034458993,1374.0716911764707,"people"
"Drone_001.mp4#t=33.2",2948.146106133701,429.0716911764705,3043.4183321847004,677.8952205882352,"people"
"Drone_001.mp4#t=33.266667",2244.1902136457616,921.4246323529411,2405.6237077877327,1352.8952205882351,"people"
"Drone_001.mp4#t=33.266667",2942.8532046864234,429.07169117647055,3038.125430737423,680.5422794117646,"people"
"Drone_001.mp4#t=33.333333",2249.4831150930395,905.5422794117646,2416.209510682288,1347.6011029411764,"people"
"Drone_001.mp4#t=33.333333",2932.267401791868,423.77757352941177,3030.1860785665062,669.9540441176471,"people"
"Drone_001.mp4#t=33.4",2257.422467263956,889.6599264705882,2418.8559614059272,1344.9540441176468,"people"
"Drone_001.mp4#t=33.4",2916.3886974500347,421.1305147058823,3035.4789800137837,669.9540441176471,"people"
"Drone_001.mp4#t=33.466667",2262.7153687112336,871.1305147058823,2429.4417643004826,1358.1893382352941,"people"
"Drone_001.mp4#t=33.466667",2908.449345279118,421.1305147058823,3024.8931771192283,672.6011029411765,"people"
"Drone_001.mp4#t=33.533333",2268.0082701585116,855.2481617647059,2418.8559614059272,1297.3069852941176,"people"
"Drone_001.mp4#t=33.533333",2905.8028945554793,423.77757352941177,3016.9538249483116,675.2481617647059,"people"
"Drone_001.mp4#t=33.6",2278.594073053067,852.6011029411765,2434.73466574776,1278.7775735294117,"people"
"Drone_001.mp4#t=33.6",2903.15644383184,421.1305147058823,3001.0751206064783,680.5422794117646,"people"
"Drone_001.mp4#t=33.666667",2289.1798759476223,844.6599264705882,2421.502412129566,1257.6011029411764,"people"
"Drone_001.mp4#t=33.666667",2903.15644383184,426.42463235294116,2998.4286698828396,669.9540441176471,"people"
"Drone_001.mp4#t=33.733333",2289.1798759476223,820.8363970588235,2432.0882150241214,1262.8952205882354,"people"
"Drone_001.mp4#t=33.733333",2892.5706409372847,418.4834558823529,2993.1357684355617,659.3658088235294,"people"
"Drone_001.mp4#t=33.8",2297.119228118539,799.6599264705882,2429.4417643004826,1247.0128676470588,"people"
"Drone_001.mp4#t=33.8",2892.5706409372847,426.42463235294116,2982.5499655410063,654.0716911764705,"people"
"Drone_001.mp4#t=33.866667",2291.8263266712615,778.4834558823529,2447.9669193659547,1257.6011029411766,"people"
"Drone_001.mp4#t=33.866667",2889.924190213646,418.4834558823529,2982.5499655410063,662.0128676470588,"people"
"Drone_001.mp4#t=33.933333",2302.412129565817,767.8952205882352,2445.320468642316,1164.954044117647,"people"
"Drone_001.mp4#t=33.933333",2855.5203308063406,415.83639705882354,2971.964162646451,651.4246323529412,"people"
"Drone_001.mp4#t=34",2307.7050310130944,773.1893382352941,2442.674017918677,1151.71875,"people"
"Drone_001.mp4#t=34",2858.1667815299793,421.1305147058823,2966.671261199173,651.4246323529411,"people"
"Drone_001.mp4#t=34.066667",2305.0585802894557,765.2481617647059,2453.259820813232,1141.1305147058824,"people"
"Drone_001.mp4#t=34.066667",2863.459682977257,405,2958.7319090282567,648.7775735294117,"people"
"Drone_001.mp4#t=34.133333",2310.3514817367336,746.71875,2442.6740179186772,1146.4246323529412,"people"
"Drone_001.mp4#t=34.133333",2860.8132322536185,410.5422794117647,2956.085458304618,646.1305147058823,"people"
"Drone_001.mp4#t=34.2",2310.3514817367336,720.2481617647059,2447.9669193659547,1143.7775735294117,"people"
"Drone_001.mp4#t=34.2",2852.873880082702,423.52941176470586,2948.1461061337013,635.5422794117646,"people"
"Drone_001.mp4#t=34.266667",2312.9979324603723,717.6011029411765,2442.674017918677,1114.6599264705883,"people"
"Drone_001.mp4#t=34.266667",2852.873880082702,410.5422794117647,2934.9138525155067,635.5422794117646,"people"
"Drone_001.mp4#t=34.333333",2310.3514817367336,709.6599264705882,2440.027567195038,1077.6011029411764,"people"
"Drone_001.mp4#t=34.333333",2852.873880082702,405.24816176470586,2937.5603032391455,643.4834558823529,"people"
"Drone_001.mp4#t=34.4",2312.9979324603723,709.6599264705882,2434.7346657477606,1067.0128676470588,"people"
"Drone_001.mp4#t=34.4",2844.934527911785,405.24816176470586,2932.267401791868,635.5422794117646,"people"
"Drone_001.mp4#t=34.466667",2305.0585802894557,704.3658088235294,2429.4417643004826,1051.1305147058824,"people"
"Drone_001.mp4#t=34.466667",2834.3487250172298,405.24816176470586,2921.6815988973126,654.0716911764705,"people"
"Drone_001.mp4#t=34.533333",2310.3514817367336,683.1893382352941,2434.7346657477606,1056.4246323529412,"people"
"Drone_001.mp4#t=34.533333",2823.7629221226744,407.8952205882353,2921.6815988973126,648.7775735294117,"people"
"Drone_001.mp4#t=34.6",2299.7656788421777,651.4246323529411,2432.0882150241214,1040.5422794117646,"people"
"Drone_001.mp4#t=34.6",2821.116471399035,402.60110294117646,2916.3886974500347,635.5422794117646,"people"
"Drone_001.mp4#t=34.666667",2307.7050310130944,654.0716911764706,2432.0882150241214,1014.0716911764706,"people"
"Drone_001.mp4#t=34.666667",2807.884217780841,402.60110294117646,2916.3886974500347,632.6470588235294,"people"
"Drone_001.mp4#t=34.733333",2305.0585802894557,648.7775735294117,2434.73466574776,992.8952205882352,"people"
"Drone_001.mp4#t=34.733333",2797.2984148862856,392.01286764705884,2905.8028945554793,643.4834558823529,"people"
"Drone_001.mp4#t=34.8",2294.4727773949003,648.7775735294117,2440.027567195038,987.6011029411764,"people"
"Drone_001.mp4#t=34.8",2802.591316333563,386.71875,2897.8635423845626,622.3069852941177,"people"
"Drone_001.mp4#t=34.866667",2302.412129565817,643.4834558823529,2424.148862853205,979.6599264705883,"people"
"Drone_001.mp4#t=34.866667",2799.9448656099244,381.42463235294116,2895.217091660924,638.1893382352941,"people"
"Drone_001.mp4#t=34.933333",2305.0585802894557,614.3658088235294,2424.1488628532047,977.0128676470588,"people"
"Drone_001.mp4#t=34.933333",2784.066161268091,389.3658088235294,2881.9848380427293,619.6599264705882,"people"
"Drone_001.mp4#t=35",2299.7656788421777,614.3658088235294,2421.502412129566,966.4246323529412,"people"
"Drone_001.mp4#t=35",2768.1874569262577,389.3658088235294,2879.33838731909,638.1893382352941,"people"
"Drone_001.mp4#t=35.066667",2289.1798759476223,614.3658088235294,2410.9166092350106,937.3069852941176,"people"
"Drone_001.mp4#t=35.066667",2765.541006202619,399.9540441176471,2866.106133700896,617.0128676470588,"people"
"Drone_001.mp4#t=35.133333",2286.5334252239836,611.71875,2413.5630599586493,934.6599264705883,"people"
"Drone_001.mp4#t=35.133333",2773.4803583735356,402.60110294117646,2860.8132322536185,609.0716911764706,"people"
"Drone_001.mp4#t=35.2",2275.947622329428,603.7775735294117,2402.977257064094,934.6599264705882,"people"
"Drone_001.mp4#t=35.2",2765.541006202619,399.9540441176471,2863.459682977257,624.9540441176471,"people"
"Drone_001.mp4#t=35.266667",2275.947622329428,595.8363970588235,2389.7450034459,921.4246323529412,"people"
"Drone_001.mp4#t=35.266667",2770.8339076498974,397.3069852941176,2844.9345279117856,608.8235294117646,"people"
"Drone_001.mp4#t=35.333333",2275.947622329428,587.8952205882352,2384.452101998622,913.4834558823529,"people"
"Drone_001.mp4#t=35.333333",2760.2481047553415,397.3069852941176,2842.2880771881464,611.71875,"people"
"Drone_001.mp4#t=35.4",2268.0082701585116,574.6599264705882,2373.8662991040665,905.5422794117646,"people"
"Drone_001.mp4#t=35.4",2741.7229496898694,402.60110294117646,2831.702274293591,606.4246323529412,"people"
"Drone_001.mp4#t=35.466667",2257.422467263956,574.6599264705882,2379.1592005513444,873.7775735294117,"people"
"Drone_001.mp4#t=35.466667",2744.369400413508,397.3069852941176,2831.702274293591,619.6599264705882,"people"
"Drone_001.mp4#t=35.533333",2257.422467263956,585.2481617647059,2365.92694693315,879.0716911764705,"people"
"Drone_001.mp4#t=35.533333",2725.844245348036,402.60110294117646,2823.7629221226744,627.6011029411765,"people"
"Drone_001.mp4#t=35.6",2254.776016540317,572.0128676470588,2360.634045485872,889.6599264705882,"people"
"Drone_001.mp4#t=35.6",2728.490696071675,410.5422794117647,2823.7629221226744,622.3069852941176,"people"
"Drone_001.mp4#t=35.666667",2257.422467263956,561.4246323529412,2355.3411440385944,887.0128676470588,"people"
"Drone_001.mp4#t=35.666667",2720.551343900758,410.5422794117647,2810.5306685044798,635.5422794117646,"people"
"Drone_001.mp4#t=35.733333",2241.543762922123,569.3658088235294,2352.694693314955,879.0716911764705,"people"
"Drone_001.mp4#t=35.733333",2715.2584424534807,405.24816176470586,2807.884217780841,627.6011029411765,"people"
"Drone_001.mp4#t=35.8",2233.604410751206,566.71875,2342.1088904204,863.1893382352941,"people"
"Drone_001.mp4#t=35.8",2709.965541006203,421.1305147058823,2802.591316333563,632.8952205882352,"people"
"Drone_001.mp4#t=35.866667",2225.6650585802895,569.3658088235294,2328.876636802205,855.2481617647059,"people"
"Drone_001.mp4#t=35.866667",2715.2584424534807,413.1893382352941,2792.005513439008,619.6599264705882,"people"
"Drone_001.mp4#t=35.933333",2212.4328049620954,572.0128676470588,2315.644383184011,852.6011029411764,"people"
"Drone_001.mp4#t=35.933333",2707.319090282564,413.1893382352941,2789.359062715369,635.5422794117646,"people"
"Drone_001.mp4#t=36",2204.4934527911787,561.4246323529412,2305.0585802894557,863.1893382352941,"people"
"Drone_001.mp4#t=36",2691.4403859407307,418.4834558823529,2778.7732598208136,648.7775735294117,"people"
"Drone_001.mp4#t=36.066667",2196.5541006202625,555.8823529411765,2291.826326671262,857.8952205882354,"people"
"Drone_001.mp4#t=36.066667",2686.147484493453,418.4834558823529,2776.1268090971744,638.1893382352941,"people"
"Drone_001.mp4#t=36.133333",2191.261199172984,558.7775735294117,2289.1798759476223,844.6599264705882,"people"
"Drone_001.mp4#t=36.133333",2670.26878015162,423.77757352941177,2768.187456926258,654.0716911764706,"people"
"Drone_001.mp4#t=36.2",2183.321847002068,550.8363970588235,2291.8263266712615,839.3658088235294,"people"
"Drone_001.mp4#t=36.2",2675.5616815988974,421.1305147058823,2762.8945554789802,651.4246323529411,"people"
"Drone_001.mp4#t=36.266667",2175.3824948311512,561.4246323529412,2273.3011716057895,831.4246323529412,"people"
"Drone_001.mp4#t=36.266667",2675.5616815988974,431.71875,2754.9552033080636,654.0716911764706,"people"
"Drone_001.mp4#t=36.333333",2164.7966919365954,548.1893382352941,2262.7153687112336,849.9540441176471,"people"
"Drone_001.mp4#t=36.333333",2667.6223294279807,423.77757352941177,2752.3087525844244,656.71875,"people"
"Drone_001.mp4#t=36.4",2159.503790489318,542.8952205882352,2260.068917987595,863.1893382352941,"people"
"Drone_001.mp4#t=36.4",2662.3294279807033,431.71875,2744.369400413508,672.6011029411765,"people"
"Drone_001.mp4#t=36.466667",2148.9179875947625,540.2481617647059,2252.129565816678,842.0128676470588,"people"
"Drone_001.mp4#t=36.466667",2654.3900758097866,442.3069852941176,2739.0764989662302,659.3658088235294,"people"
"Drone_001.mp4#t=36.533333",2138.332184700207,537.6011029411765,2249.4831150930395,836.71875,"people"
"Drone_001.mp4#t=36.533333",2657.0365265334253,434.3658088235294,2733.783597518953,656.71875,"people"
"Drone_001.mp4#t=36.6",2133.039283252929,545.5422794117646,2246.8366643694008,812.8952205882352,"people"
"Drone_001.mp4#t=36.6",2635.8649207443145,444.9540441176471,2733.783597518953,662.0128676470588,"people"
"Drone_001.mp4#t=36.666667",2114.514128187457,548.1893382352941,2225.6650585802895,804.9540441176471,"people"
"Drone_001.mp4#t=36.666667",2638.5113714679533,434.3658088235294,2733.783597518953,664.6599264705882,"people"
"Drone_001.mp4#t=36.733333",2095.988973121985,534.9540441176471,2204.4934527911787,815.5422794117646,"people"
"Drone_001.mp4#t=36.733333",2641.157822191592,442.3069852941176,2728.490696071675,640.8363970588235,"people"
"Drone_001.mp4#t=36.8",2101.2818745692625,529.6599264705882,2201.8470020675395,802.3069852941176,"people"
"Drone_001.mp4#t=36.8",2630.5720192970366,437.0128676470588,2723.197794624397,672.6011029411765,"people"
"Drone_001.mp4#t=36.866667",2085.4031702274297,513.7775735294117,2196.554100620262,791.71875,"people"
"Drone_001.mp4#t=36.866667",2622.63266712612,426.42463235294116,2715.2584424534803,651.4246323529412,"people"
"Drone_001.mp4#t=36.933333",2080.1102687801517,521.71875,2178.02894555479,783.7775735294117,"people"
"Drone_001.mp4#t=36.933333",2625.279117849759,434.3658088235294,2707.319090282564,646.1305147058823,"people"
"Drone_001.mp4#t=37",2072.170916609235,516.4246323529412,2170.0895933838733,789.0716911764706,"people"
"Drone_001.mp4#t=37",2622.63266712612,429.07169117647055,2704.672639558925,638.1893382352941,"people"
"Drone_001.mp4#t=37.066667",2066.8780151619576,511.1305147058823,2154.2108890420404,773.1893382352941,"people"
"Drone_001.mp4#t=37.066667",2609.400413507926,431.71875,2696.7332873880086,654.0716911764706,"people"
"Drone_001.mp4#t=37.133333",2056.2922122674017,497.8952205882353,2151.5644383184012,781.1305147058824,"people"
"Drone_001.mp4#t=37.133333",2598.8146106133704,426.42463235294116,2691.4403859407307,662.0128676470588,"people"
"Drone_001.mp4#t=37.2",2035.120606478291,489.9540441176471,2143.6250861474846,765.2481617647059,"people"
"Drone_001.mp4#t=37.2",2590.8752584424537,434.3658088235294,2694.0868366643695,646.1305147058823,"people"
"Drone_001.mp4#t=37.266667",2601.461061337009,421.1305147058823,2683.501033769814,646.1305147058823,"people"
"Drone_001.mp4#t=37.266667",2029.8277050310132,495.24816176470586,2133.039283252929,738.7775735294117,"people"
"Drone_001.mp4#t=37.333333",2019.2419021364578,492.60110294117646,2125.0999310820125,733.4834558823529,"people"
"Drone_001.mp4#t=37.333333",2596.168159889731,421.1305147058823,2678.208132322536,638.1893382352941,"people"
"Drone_001.mp4#t=37.4",2003.3631977946245,495.24816176470586,2117.160578911096,730.8363970588235,"people"
"Drone_001.mp4#t=37.4",2590.8752584424537,429.07169117647055,2670.26878015162,635.5422794117646,"people"
